audience_id,age,gender,frequency_segment,distinct networks,distinct programmes,seconds_streamed
2VYRI8Vf2eAZbMD3C6dsPYnEbW73je45Yhqwv16MsYs,35+,,C. 1-2 days per week,2,4,4425
4PVQgkzjLbJLdc3ZCT-sWlLHSeCJ3gtdN6ijpeOnPOk,35+,male,C. 1-2 days per week,2,12,41545
5o0la2nNRtk6ZywNP-LAeE0kZTTIvixve9Pla0nb0PA,35+,prefer not to say,B. 2-5 days per week,1,11,93665
7Pdyj5gPJ2ZxRpb3hp-snLksHlXniUpKoYk6Y6xkSNU,35+,female,E. monthly,3,3,9627
97ZL19vBhFuLDD_tz4a8mxy1loKsT3ekRI8rqtjgf1w,,,B. 2-5 days per week,5,47,177223
Aynv9a7b1kmECvs9XCUjrq5n5N_CGXpjaulZHk3ExHU,35+,male,F. less than monthly,2,2,2838
0mHGcVQcGdbGDj_k057-eBobFhg3twfHKUTKqMEPbyw,35+,male,E. monthly,1,1,1699
2XDNiN-HSnqLpBo3Ri88xlkUynLz4CAIiWuU9PFOgWc,,,A. daily (5+ days per week),4,31,297697
4RFQkTXESWwVkWT4fPz3NV3ZsjoFwvSGaCcHCWCLgtU,35+,male,D. fortnightly,1,2,1533
6iuOWhYbK1XeEpiJPgOJ_Bh5aMgoLynKkLOK3tOXEBk,35+,female,F. less than monthly,2,3,4942
8OxhB-KpAWBseqQ3vVsFj5Cgp6oRd1EieAc-UZulcko,35+,male,D. fortnightly,3,4,57167
0pIx88bpIDEBTUaBZFU3tKZilcZoHaI0TJ_85RaaTz4,16-34,female,F. less than monthly,1,1,337
2UyTm3NswF8qHeGxkuZ9kuxifNl-da4SMKiP8FbQMTI,,,F. less than monthly,1,2,226
3pvyarUsNNmdAkCB0oyJ1XAMR_rhw4hzWfbP_T1G_sE,35+,female,E. monthly,1,2,5289
5ZSwtbNQbllVhmscRTZVSJbZ3yQg_3zDm2E7Lj-YniE,35+,male,A. daily (5+ days per week),3,3,7443
7SV3D71CIBYpzBTdXYnkTZOp-aB8qVDOt4O_y8HdWyQ,35+,male,C. 1-2 days per week,1,9,58005
9EYpIMgYKKQkA0gZi2vZ2iR03Y_ptk2PvCV04NcdlxA,35+,male,D. fortnightly,2,2,2482
At0Rz4Tn2IblyemHVF0IqYJI5u8stPNb-8ZYDu4LWIU,35+,male,C. 1-2 days per week,2,11,39320
0pxkdm6THVDI5OQ0Z1KG9__UziNRwjVq8w2akmZGZjw,35+,male,D. fortnightly,2,2,1441
2QjT6FdUqk21aki8Wq16r3dvgLil1vunsQLUFu19U6U,35+,male,D. fortnightly,3,17,30278
47ei9HD4tAGNRW4Vtq6N7gRrVOA8rb4IsH3f_J-ZyiY,35+,male,B. 2-5 days per week,3,18,180357
5hpRyROkwmyHMhYYDWmr2DBSSepAA3h50J0Li_aqjTc,35+,male,C. 1-2 days per week,1,5,31959
71timskyWwynm2Cuq_uSrHBdgYbrgpXYfPX28gr5Zj4,16-34,female,B. 2-5 days per week,2,10,32977
8Tml4jjN8RcbBrFyJIll2HpHNn5WlTvA6FbIBeGNHCQ,35+,male,F. less than monthly,2,2,1104
0q-wC2EroH898IbsxlLCfygg7aTctPnIMC3KSBi4wGg,16-34,male,F. less than monthly,1,1,41
2uy-pegD8KF39-5vKYPeKRkbCn95ok_tLR8b-CL3SO8,35+,prefer not to say,D. fortnightly,1,2,17137
4TSuD2NS2uHHdulcUgq5sj-bdAZMCHkeZdkZtBGi5fE,16-34,male,F. less than monthly,1,4,10660
5wrsWb-zv7wXK3jr_kK456P7w-hwTmYZ-WZeoX0fYF4,16-34,,B. 2-5 days per week,1,10,31994
7V71WPGooZj_Ato_lPf12QZzkOmEnuqyH5fiUJdQELI,35+,female,C. 1-2 days per week,1,1,1029
9SxPADRaePhOO5HNJrViGst_GHtz-U8C-PieMHU2LDk,35+,male,C. 1-2 days per week,5,15,18697
AqWY9Z4ybKPb5vY4suMFYVlbxr52b1duG4mKQkasgaM,35+,male,B. 2-5 days per week,4,16,34573
1GgeYlNwpcAf6u5UPbGIJulKsqgmoR32Yh0ltY1muuE,35+,female,F. less than monthly,1,1,438
2r2GmRsOciGaD-QxZmIH0EAcfZHsKdawI4cbtC9_Pek,,,D. fortnightly,1,1,2520
4EzBjDeZbnffhtVstlPYumrHhBvEmq8kiMYPvZkJAmE,35+,male,D. fortnightly,1,2,13197
5u8zsnbQpYa5R-km-8n6CVgQBcr_79kG_L3QFkmCndg,16-34,,E. monthly,1,1,1760
7NmY3wK3_GbEsh6d7HJVdNdXK8r0gfqOxwY9yTvN3ow,,female,D. fortnightly,2,2,170
0nVrsXdsQCI1H9PXaVJHR-8rAAmVC7Kp9UgvgQtaZ1Y,35+,male,E. monthly,1,1,49
2iU2FlQBEBRHaZFL8Quhdh06gLPoIpRHKk87sfcLCok,35+,male,F. less than monthly,1,1,2248
4ROB3FJHv-zkHud4h7EudmkZleY_wX6zFS0qm462ZX0,35+,male,B. 2-5 days per week,4,16,29387
69INyHAJltc8OOuqI-3Yoejb13Swod3mg5h_JSc8QkQ,16-34,male,E. monthly,1,1,24
7i5BNek8c-xRL961qVu6f1Km2TUfUjd1ZqcuwkWbPXs,35+,male,F. less than monthly,1,1,1213
9U0Yy8tKKZ9-IjHOc9H4ApVvgne8xfcL5wL42wClBYE,35+,male,D. fortnightly,4,6,5628
BCpaV937hCzAJzrfRSiRqZ8O2wGO-J7fT0gq-cnXhL4,,,C. 1-2 days per week,1,16,19164
1HsRMgnhrjhYR5t4s7bCeSzEfEiY3QltzMDxMjIkK2c,35+,female,B. 2-5 days per week,9,35,257034
2vYSDgd18I94PD4hAbrmQBFJhlvG9wM06HK3rBwotKQ,35+,female,B. 2-5 days per week,3,60,303128
4BvrK2hzEDn7dlfIOS1FEokoQHrP3an_iHuGsTTaTF4,35+,female,A. daily (5+ days per week),4,20,118586
5_-aU5Z5XYL2l180NGbJzr9AHJDWUC_QcGSCuHjNDVQ,16-34,male,C. 1-2 days per week,2,13,47855
7IsAqepF2aZaSdwBsRWWDDddpfRlg7WcftVqGVGyImc,35+,male,F. less than monthly,1,1,3525
9FcNLd3_WvwPokAiAloo0eiPsyHo4ySI0EfyYocn0yU,35+,male,F. less than monthly,1,1,2779
AiCGwTaOKnGkHReZ-sq0oIqsyTgjUsbYHulyHKf7gA0,35+,male,B. 2-5 days per week,6,45,87972
15_XcOoeE1zQabPLEKG8g1Q33IPDoLzFMZZJ_rINg0I,35+,male,F. less than monthly,1,1,240
2kRCGlsFHKyIq2gwOF2NBEnQ1CaAYm3AVjc56dJQlVM,35+,male,F. less than monthly,1,1,30
4H2HQA4v57jUIrcw4BZ2hMAFP3KeZhvsjWb847tP8KA,35+,,D. fortnightly,3,3,11581
66ZGkGQ8iT73eWk00TuEwoO525J4v1vIfjulnGwrv4s,35+,male,A. daily (5+ days per week),1,16,519922
82_gOwuvP8zjUo-G6ZImHl6E0iUnhKUyuH1DUEcEkOQ,16-34,female,D. fortnightly,1,2,12624
9cWt0bWi_RpI_7VHfi70DNq17Li-Bit-wZFuj3NKpQo,35+,male,C. 1-2 days per week,1,3,49716
AxEKduLPkVjfm23obLEstEAQeYyTE1GjcwMs8LPfI94,,,D. fortnightly,1,2,38
15PMMNdsxePctHNdk3H5OidOh0X5Ti6sT1bSlU3brBQ,16-34,male,B. 2-5 days per week,4,19,101123
2aWy0gzUSzpvvQ6pyRZ8niHg0JixQWDiSNmuF44nU4Q,35+,female,C. 1-2 days per week,3,3,2646
4DvzvtUiu-8xDJcvq1M_nCHcvGHyLg7gLk0C5NHFD9o,35+,male,F. less than monthly,1,2,12824
65Tr345SrKNJMqEmRczCzrNv6duLQ_0NmWgDN3A0UNQ,35+,,C. 1-2 days per week,2,3,31055
7KkPxUBZzpl10JaoETeBveZlI3knNBU_hLeezXjySvU,,,B. 2-5 days per week,4,34,77891
8rjz057zyvNG27k49trAxOwDjH3UwdHlhcP5GFwgbRE,35+,prefer not to say,C. 1-2 days per week,5,25,70605
AG1cNOmg8hWLE3IFQ0Ger5r515blXIHGAOwLpQ70-Fs,35+,female,C. 1-2 days per week,3,10,21592
0mnECUic7fBJ0x8Ymawybs5JNhf9EyelwpXQerRQRfw,16-34,female,D. fortnightly,1,11,102933
2bP9pYpvPC53adIRnD1_RASSHa4yuO2xz7zKdqwzaoU,16-34,prefer not to say,F. less than monthly,1,1,537
4VZ3_Sj2wL4flHRtdxN2bphm6iNsNhJSR2LEpBK5hdc,35+,female,B. 2-5 days per week,9,21,92694
5wAbkBWdTreJ7N61jlHcFtsgPxSohW8ZBrl6JHlORo4,35+,male,E. monthly,1,1,54
7ylAiOIfjRbObt1RECoNf6GvIPSD_60U_Lhu4iEjBNg,35+,male,B. 2-5 days per week,9,51,141116
9REdE_rPIn2o-bQenU2R-QW0kuelv3zq_BGZHS5wm8A,,,B. 2-5 days per week,1,10,309127
BMRTXbZwGtmmnazEEQ4txtFTc_414yYsriwiFINFqlw,16-34,female,F. less than monthly,1,3,8546
0yQvswOAXpFwjOjj6meFYEwVmn_Ey8mliXcyofGnkYU,16-34,female,C. 1-2 days per week,1,6,29778
2O928mHI-m4e0ekda28udhTRm-JAanQrhyTv5JCvo1o,35+,male,F. less than monthly,1,1,11
49e9CYoC0F8cjRab-5YiXrM-u1MXHwzWRC7SIJQWyKQ,35+,,A. daily (5+ days per week),3,5,2881
5smYuOCvYe_P7n1TOQkp3g7U8sfBUcY6ulGxEAq9Hhk,16-34,male,E. monthly,3,3,5026
7TAWOk5_hQdjk09SBj9AVLGD6i4wtMZ5ZtHsmYRDsAs,16-34,male,E. monthly,1,1,302
8oTeSbCSpzFldi5VxCmVbm2gGOwI-QEhlvm5w-w1MoM,35+,male,F. less than monthly,2,3,19324
AMRUUQvp7gBUEdld6aL6jIxRyUhmhkKl-wwbSeRD6x4,35+,male,E. monthly,2,3,2585
0zuZAc6n4II-Z0Y3T9aSBoPfOLv25rRWnmIDI4o4ZMo,35+,male,B. 2-5 days per week,3,29,68386
2ZjSJhqj6AtcF2czxgC5A3u9wGnXNLInCfC9ejh4usg,,,B. 2-5 days per week,5,9,16225
4LRVn4BMaXIzgq7hjnL7nnA23kIgtC_NBA4x_CG8hZI,16-34,female,E. monthly,1,4,6125
5rRttlF_MfnzmdCdDrQVFUdk8sdxisxYgXoHn5Tz-Cc,,,B. 2-5 days per week,5,30,155398
7gPISdWPXeDof9UK9qxozsqEp-ZfC1zjXMlidyIaIlo,35+,male,D. fortnightly,4,4,110
9GqhVaJcFY1wWbdltCLmkhd2xjl6118GAtICsOBXVBM,35+,male,B. 2-5 days per week,2,14,49288
AZvFcIXDHPhBCKDwcQUcwSeQBflUjs-Ft4k0SHyKkDg,35+,female,F. less than monthly,1,1,1089
CCddYwXNgOPG9ztbYgnMsCtdg2pGoMFZnD1GjV-K8OQ,35+,male,D. fortnightly,3,7,8985
Dl_AhGCfXX0I9yihYKeBkiy3vVsHr1vezwZNc1COU84,,,F. less than monthly,1,2,43
1TWx7GapMso1kNjuC-XfHO3CxAbqNuGprNWm18-SmxY,16-34,other,A. daily (5+ days per week),9,48,245768
3SsBiw-zL7Djldb6O32VE5ytCqimyqNHxzWRQuARpnI,16-34,male,F. less than monthly,1,1,5556
5keWqOpgh-U2IdqzlxduO14Hv7-9IR5mC8bNOWBp8fI,35+,female,B. 2-5 days per week,6,44,131878
7yi3YGGBXBBmUD3wYM3BQSPJpHZ0FolLXtj31sEWrN8,,,F. less than monthly,1,2,20722
A_M3uJNZeMvNgCnO_VaTjnBVNnRugZbPQ4CRkXHudzc,35+,female,C. 1-2 days per week,1,4,72018
Cjw03g593LEj-E8tjAakuezpCsMfhjHvrajiCAAMnEM,,,D. fortnightly,1,1,5650
EoO0nmM5FRaRDTkf64xPDbk4SpGNUyI4_mBBc1Sl9ns,16-34,prefer not to say,C. 1-2 days per week,7,17,20454
HE4zMkmirElelhV1cuxbxJK6uGarkCv-BwTE-2iFccM,16-34,,E. monthly,1,2,285
JlVG2WQDxIRe8OUvAbMWh9vUlX5ZOLW5y8UR_xdkccU,35+,male,B. 2-5 days per week,3,7,8738
0uxdktt8LlIsJzKPhFJgeIST1NqpEJTZdpwA6-dhV_Y,16-34,female,D. fortnightly,2,3,4758
3QzeaWqYPmT92q76E9cR-3HPsr_SQ4hPUJpO3e4AerA,35+,male,A. daily (5+ days per week),5,10,18913
5iUSUKPRWa-PQSeQ2vMf4D2PkgcgnXTbvZjE11oqAv4,35+,male,E. monthly,1,2,17628
8H_ZH_Omx0GhIfBn3L-aw8vu_C78bMNnh9hwbJ8Hhhg,16-34,female,D. fortnightly,2,9,9893
0tt2LWGVOcEsp53gfFOqz9cypkWu1Yq7YJW-DePvy4I,35+,female,F. less than monthly,1,1,135
2ZtRolqoN7vy2KhtQeHAQ0nlgnFmbL2uGQL3ywt2Mn4,35+,male,F. less than monthly,2,2,13
4_fUMFG1hA-P6mZKY_DTj2grnWzmHY6Iar7sXDxlrX4,35+,female,D. fortnightly,1,8,158470
6RRt7uY2ZZfkr-oxiAyql4cHWfP1uSjvJHwIGbPLFqA,35+,male,E. monthly,1,3,5566
0ka24DILg75uY3vYIjNULPTFt9O-j2AkYu3HBp-9rkI,16-34,male,D. fortnightly,1,3,9112
2e8lNLRF_cFEkXgkE0YqjJ5c3N107WIilPQJtYkxiZ4,35+,male,C. 1-2 days per week,2,7,27578
4UnBsa-XzL2LlCw1OYIASP5DcLw2aswZlNnXfHCafMY,35+,male,B. 2-5 days per week,5,21,27110
5qex0TzovU_YWUe1TvDXt8cIbKDd41uUa6RvQZpgJeg,35+,prefer not to say,D. fortnightly,1,3,13990
7ZEVfaTk2wnXMQNp0bVyNlrtf2pk2wb8_T7606s4__g,35+,male,E. monthly,1,3,9310
99sAkV3TPbDYgEJhbDesV2NclnBkAiKzGQI7h_VPl_Y,16-34,female,C. 1-2 days per week,1,11,179842
B2c7mQ8iIxZ_26-_448s4bb5tsxulF1SAba2VoUjwXs,,,B. 2-5 days per week,2,22,128224
0t4echAglz4_e0xuT-KGyoaJktCxGEhXzXI5Jy3YAWU,,,D. fortnightly,1,9,41652
2aIHubayZA-VtFJlhIgq2IceXFl4gd2ybngCohp2Ua0,35+,male,E. monthly,3,3,18563
4XKW2YzUUh3NJMrGRkRynw-b5cEoErWyd48noAzNL9Y,16-34,male,E. monthly,1,3,21183
6s3a8_YsqZz5PFthK9Nmjdzx_OyZ028ZQsxPds6GzTo,16-34,prefer not to say,E. monthly,8,12,53309
0sGQmTqf1TyD71DYgoOlB5DntZss_thlTij-v6Oc0u0,,,F. less than monthly,1,1,1521
2X6uVwjET74wCtb36IrbBgFWrMTcpQZCyLp8V5neJ_0,16-34,male,F. less than monthly,1,1,604
3sQSeYF0HcDdeQfkysVwVcnK7xeodoULiCeDsxTwvpQ,16-34,male,D. fortnightly,2,3,3801
5f2Nt_2ZBCFak6580vbvRslkitJbDnKbhwbzfc3h-EM,35+,male,F. less than monthly,1,1,13
7UwmlhRe9FvWzq02H1NjrevRgSBLrPk4BgEApIoUl44,35+,female,E. monthly,1,2,2692
9G62iyX0q7zzKJigKwaWhdMVR0I0oZ_gH5goRa2gf-Y,35+,female,B. 2-5 days per week,3,30,106144
AyFyoWIgUKzsC7ZKjYrS9uRozOkv2cgmAJWwWcWzb0w,35+,female,C. 1-2 days per week,2,7,32471
0zffjNOaFxY-kcnz0b2JDk_yVXI6AxYspLWFZFFLdXc,35+,,D. fortnightly,2,5,18107
2W1Jk1EuUlmrtEDknHMkypORzVrp4PFxh-BQjNQ2bMc,16-34,male,F. less than monthly,1,2,605
4AXrBaMawPkF9VLmOY3vkwxYFMAWzY1gP4_a0zxfN-8,16-34,male,E. monthly,1,8,6278
5j_v_sAVRZudAwU-K4Een1dyD_Ewur5OwIp6J4lcBxU,35+,female,B. 2-5 days per week,9,33,63827
764wAOX8TeOjTxAuel2uHFoRC9c5uFiJu7WC95hWdGw,16-34,male,E. monthly,1,1,785
8W7TCgwk61Lfgzw-pWGcRgcm8IHmlKdqEpPOaUT9g4g,,,B. 2-5 days per week,8,47,110334
0s__WS85xF2OdLbVA0kTvHWEHksjOIzu8UtU_hHT2SM,16-34,male,B. 2-5 days per week,2,7,54111
2z7BoVUaAdhMKt93YCN0QnO6dua0yikFrnpO0_7pNNY,,male,D. fortnightly,1,8,26603
4V4vh9hY7gvhSDoAkDw9xrwzss35GOExIIs0Ar19-r4,35+,female,F. less than monthly,1,3,1603
6298nOoM-dodsdoR8K7_KhXtW2WZV8a8PxTMghLOyWU,16-34,male,B. 2-5 days per week,1,2,4573
7X-c2f-5oPuD4inKe1hEEyF6UoDcYKYuxjALbyiqNSE,35+,female,D. fortnightly,1,2,3714
9X40L14iptQ6Ovr8UlJTmzAyIl701T09Au8Ztf8uvEM,,,A. daily (5+ days per week),17,198,905117
AslYX0VQyTLKMPqT7_qbBj3lIDR7dLdEUtTV72dwtEA,16-34,male,D. fortnightly,1,3,2852
1J8D-xS8vmPQsfNr-tJY-G5J5a6NOkyDjT5z1UAv0Uk,35+,,F. less than monthly,1,1,10
2sNcOyo9ISN-BZGEnU5MaUi-4I090HzDQDZAR6zo07U,35+,male,C. 1-2 days per week,5,22,41504
4Iv2hNsca2V-LOdTelC1lWyvB-OHmQCho1Mvzq_MBDM,,,D. fortnightly,4,11,11887
5wP0rlM-SGV_1iMpqAHIcZKUVYiUmb9mtcKL8w9mDew,16-34,female,F. less than monthly,2,4,20216
7QiOWj-YB3qECOn0R6CzBjJ7yc9wFutshrJxlko6z1U,35+,female,E. monthly,1,2,1109
0rC1EfA9qApD3pJ5zyt9Ae0-7lAu_vHKGY5yWKfavo4,35+,female,D. fortnightly,1,1,10298
2pUBs8t5uki4Z4WHX2uSnzYGXQWQkS-4xJ_AINpGrNs,16-34,female,C. 1-2 days per week,1,6,18604
4Tg9SmTZ_abs-oLNwLyHnMFie-9BthK3xuuaYGFoBxw,35+,male,C. 1-2 days per week,1,2,14371
6GHGhjuPG_wknAB9OTBiC6LIRlMp6SAL3TMn--2BeGg,16-34,male,F. less than monthly,1,1,1594
7sEE9m6yeTjvOJGIlZyi28gMUQC_hdAaUBMt9A5vLdc,16-34,female,E. monthly,1,2,1850
9cmXo5k4Vx4sXAS7k3yzf_Kdj3Efpd11Yw-4MhsHIn0,,,C. 1-2 days per week,1,6,168338
BJWVmJkA32hvrTC7roqil1LCGCfgYjYexUen7XNOqf4,35+,other,B. 2-5 days per week,6,13,45130
1Klp0GF8aKE79HTLPVNR_uHvJTsrTO6QxVov_Pno9Yo,35+,male,D. fortnightly,4,17,171124
2wsP0rmZnR2FeJzJ8iafjSvsESfhZH1iULcLZyZz9sA,35+,prefer not to say,C. 1-2 days per week,1,12,18125
4EN2t3V7mvxO3Vq-gfQumje7ugfj9XiaZrIZusrP6AY,,,D. fortnightly,1,2,687
5aQLB44GJYYQhH8t1lRc17GJ1ZjNGoSEoJjj3m8MhLM,35+,female,B. 2-5 days per week,2,3,16677
7S9wWlgJEA6NaKioyt0g6lpIIli5DUTpa4rOZ6k7Za8,16-34,prefer not to say,B. 2-5 days per week,4,18,29234
9MdUJvpMx_X3rjW65yeMNWRl9MdbjEAce24krifntmU,35+,prefer not to say,F. less than monthly,1,1,3
ApnLH4Eb7gYwNUsdARPKmG5VjtbVZlSRXQEcbqq0yIQ,35+,male,C. 1-2 days per week,2,8,55622
18ht1gaMQFRrqGA1SqfiW9GpTWV0S2E3hSTmetyDca8,16-34,female,D. fortnightly,1,1,2008
2qVQ7YEieccADE-SeHkdegrgazCIKdCytvvoTo0WasI,35+,male,B. 2-5 days per week,6,9,35230
4LDCOzSVKgW6p_nH3oPB2wYy9CRkCDvvvNe5k4mxIWE,35+,female,F. less than monthly,1,1,347
69eJiFLt5eZ4bEggzvGYsnMyDKgFVRUN-dpFwlWaKew,35+,male,A. daily (5+ days per week),3,23,105601
852-k9ULAW82RIdTxUGOlRV1QhdARo1gGjfErn-cN-U,35+,male,D. fortnightly,1,4,16215
9f0GLjPEh9a5hXfyqvHGzpER6TejzJUMbxMF5BYdAmA,35+,female,D. fortnightly,1,1,1848
B05RzSuvITsL8NwAbsCeUeQvG2ie4iddsse5xhAQ6IE,35+,male,D. fortnightly,4,6,6402
19IcpsCnBoGdDJk7IjXzSO-lPeG9Rcea9qxeGKmYKtQ,35+,male,F. less than monthly,1,1,939
2f5nW0G6_XkFb7RNfFYiI-Rhv1vxglkN2tLZ-xdcof8,35+,male,F. less than monthly,1,1,22
4FJ4SdPXsYc0i4MyS1n1Ym-FI-4UfcgDirfVRdBiLsk,,,E. monthly,1,1,37
67566JSkkkt-8fp7MsBV2zgtkUOaZGRRW_Fcmg5vw2U,35+,female,F. less than monthly,2,2,2074
7Os-jkyV5MGKdCNFaFP3W7O3TRA8-LowN9oyn2TLI_E,35+,male,F. less than monthly,1,1,4627
8tt_c_ga2BFxH2DDLU4ZL-81RFcL3L-9auBl-frwy9A,16-34,male,F. less than monthly,1,1,4929
AJjjzfCBYndNrktq1NVEjlOwP9cdXQSFqjXltrnH8Mo,35+,male,C. 1-2 days per week,3,11,20681
0voe8NKLrnprmgzcDFFa0rV16cCj1wwrU66Xy_QQgEE,35+,male,E. monthly,1,1,9953
2d39umL2TIb67Qvau1H3sah7SRLjvZpHQZwEjgv7kMc,16-34,male,F. less than monthly,1,1,365
4X4PugcSuzev3wiNcawhKWjhg93YeXEbn4hfu9EqpJ8,35+,male,B. 2-5 days per week,3,30,134715
5zYsx6PpQPwfPZyXOLtRnbQAhUXUdnkFqLP1qFcaOws,16-34,male,D. fortnightly,2,2,10662
802tBVPF0cw1OAcU4qb2eheT7OTGavAkSj4pZG3rwuA,35+,male,E. monthly,1,2,1446
9T05cidVq_Y1uSXXyEZyfusHhHd2aG5aViNl-D6iKJ0,35+,male,E. monthly,1,1,20
BRWeLgx73OoukmgHDSkZDJnSq1H-dZIsGf0B4ghWSLA,16-34,male,E. monthly,2,2,2829
11qedZv0VEBlMJ1PjcSMU9CL8aVhwvaMTKhij5B53fk,35+,,F. less than monthly,1,1,16082
2TCi4iv46Sm59YKRRN1TxyHs9Uxz_p5tEifvdeeX7Q0,,,E. monthly,1,4,2124
4ESiQMTHSnqUvDxNZREu9Zzdd8bZLbYT-eDG96tlepk,35+,prefer not to say,E. monthly,1,1,766
5xLo0EMO2PyfaGh0llzDSVfGdAuMaTBkR--Flz0TTzU,16-34,prefer not to say,D. fortnightly,1,1,501
7_sn6lVNXg4PwMBamC3UiinD3Z7KWqxX1dfufD_EcbA,35+,prefer not to say,F. less than monthly,2,2,519
8rZxpdcmCAyJWv1feKN1YsU10szu2lBaO9PHgX7CKJA,35+,male,E. monthly,2,3,15669
ATqkJGtuC9KUzUkcTK3qGr_-p4n7qrtEMbLc17gZUzo,35+,female,F. less than monthly,1,1,650
14zBCskIsXRqaxoYLpRqelU60VVfKk2FhUM7s5-AcIs,35+,male,E. monthly,1,3,1828
2gNFHkdsrslpHdbMRGVf_6gu8emqHz4Af3lwNk2cLmY,35+,male,B. 2-5 days per week,11,85,628722
4U9DoThgf05FL_C8_H1G2dtTN315S8sc79qcpTgfAUU,35+,female,E. monthly,2,2,2719
5suGvgp1s8X36Y5U0h4o7WdOh4uOHqRR5dNnztNJkdM,35+,male,F. less than monthly,1,2,5628
7j5K2Jgug5SBj8M_1-PtZb22N9UV6mP0t_AzHBKI6OQ,35+,,F. less than monthly,2,2,52
9NFize2K20zLtSQnyTEPLdihBI2u26DJsWOktE_DglI,35+,female,C. 1-2 days per week,5,38,53304
AczpNbQTBMm6oViGeyzXVv90A5NGPOYcaZcdksaDUVk,35+,female,D. fortnightly,7,10,21958
CGHmlvpT14U3N6Pl_ZvLFeaOvC0P_U0J6PB77J6uMBM,,,C. 1-2 days per week,1,7,15132
DnYQIlg3uQ5W13sFQ0kSzI86vo9VT4JYW1meM1PoXxw,35+,female,A. daily (5+ days per week),1,16,188905
1Xe9BHDsiz8DlMNKxgB-w2uc7sfwKrA4_89C_Jg1sKY,35+,male,F. less than monthly,1,4,25502
3YlrKAa5PbnuHzNLMJDsVypBz_iQbvO3CivW6DRs6MM,35+,female,B. 2-5 days per week,7,12,41199
5x9Vw5N-pxMxuSZowiaSp1yN4PLer3UnLyRYIL-Yesk,35+,male,C. 1-2 days per week,3,4,8873
81VMJ5bD7YUC3LVw3fI5hbMBkXxtQ9cQ0VrsUV57Ym0,35+,female,E. monthly,2,2,527
Afyx4C_SxkpDhOyCOwZLNp6yf8v26a8qKbPtZT7cVMA,35+,male,D. fortnightly,2,3,47802
CqBxao_opzJyfnH07NRMWxnAWhFT19zEaBO1erv0CRI,35+,female,B. 2-5 days per week,3,20,154121
ExDpjTgdnCw-dRq6azpdXrrIhnTcyHbt9tZcB61Dieo,35+,male,A. daily (5+ days per week),2,2,1204
HGAA4eB2PXqe6bP42SzRqdrP9CiCxKSoDCCvaAGSYY8,35+,female,B. 2-5 days per week,3,8,26575
JoKReUaxTDVWtYYGi1keBL8Ho3AnmGcb5lrDvsnMmHM,35+,male,D. fortnightly,1,5,5472
1LgpR9V6G9T6eKA7_tQt3Ae9OXrfdLAdOwYlsBm4SIE,16-34,female,F. less than monthly,1,1,561
3rSlqFjaxHgBvzsWjI9oAyC5ySQsmhWdk1jQuhpR3Bo,16-34,female,C. 1-2 days per week,3,12,30253
688KTJSX5dZZKjG8mMTSFmRUkutDrOlEHKr8ctJqbpM,35+,male,A. daily (5+ days per week),3,25,541300
1TbyoHRmFdg1BYBvpuR4_-B0yesqesm6cw6LUO6-syg,35+,male,E. monthly,1,1,52
33Ct1ey-oaraCF1iOzBwhmu8DKXT8tW-I8wDnww_gHM,35+,female,E. monthly,2,4,7897
53xV7xy1j8ItF7dCY6B3rneIv980IDq1p5GmkGuSsjU,35+,male,A. daily (5+ days per week),1,14,63673
6pt1EyWANl9krS7LjJ7Oro4Iw3825GhsNMLMEZDkwB0,,,C. 1-2 days per week,2,11,130999
1BFJ3lIaSId0V8f4mJUaiRi8nI3SMgOi6L5Q6lVUul4,16-34,male,E. monthly,1,2,8629
34L20yheFsVNBtQ6fByw4T1Fw9JFgUYpf68XemseLCU,35+,male,D. fortnightly,1,7,58241
4ty1-4TZ48uy2EbfJdJqq5ZRyJbv3UT6m90tEWVk4EQ,,,F. less than monthly,1,1,20
6FeKbHXNqTRtaVcAgUXvYsHpIT3M2ceUJH8QqBLm1xw,35+,male,E. monthly,2,4,11481
7w1QdcX0KpSFY7g1kHa8kSRPyQ8l9hl4SUJYETd1D2o,35+,male,E. monthly,1,1,7064
9WRetB0v77SXNqEe7c1cT6yV49MzFL_7DOq5El9QFT8,16-34,female,F. less than monthly,3,3,4201
1JMq_T6ppSlRIcPSoVETznA9kjP48YZzZljSB5Cphjs,35+,male,F. less than monthly,1,1,1146
2yuWze1Pu_pLJ6OR99G30HQtc0c_jWPTJE_L7IO9kbI,35+,male,B. 2-5 days per week,9,83,403621
5OKyVW26h0dxW4hyFv8dG5FAzKBcygce9AnjkNoCOK4,35+,male,E. monthly,1,1,15
77JcXlYiQUP_pwJtdaMHfpneEt-i_SOWUtKtsjjKiYg,35+,male,C. 1-2 days per week,3,7,1537
1PjOxrChwoHhX-RXLHLsciix5FUhHEZ8MxJQqVvIHh0,35+,male,E. monthly,1,2,598
2pXJ-DoY1aQ_2G1TSFfv_cH7wJRiPdVvjq4bKHfH-Bs,,,B. 2-5 days per week,2,10,32718
4Fs6lcSSqlKTc-TTAiVGlbmzOieNEcCYDS5MYIWy3O4,16-34,male,B. 2-5 days per week,2,7,65573
663TkXOYltFOI6mJJ007Aj7w4MFjvLeL77Bd1W8idoY,,,C. 1-2 days per week,4,12,87191
7lMmiiIkjJ60qfkxtokV-jGxaQLs_WIZqc-BVToedsg,,,D. fortnightly,5,10,41789
